"","inside_or_outside","gender","age","education","origin","destination","companions","trip_purpose","mode_security","point_security","importance_safety","most_safe","least_safe","bus_or_ped","base_study_zone","busdestination","total_seats","haversine","urban_typology","total_passenger_count","total_female_count","empty_seats","hour","week_day"
"682","Fuera CETRAM","female","18-24","Licenciatura","Chalco","Ecatepec de Morelos","1 to 2","Trabajo","1",5,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",577,"9",6,1,9,"14","3"
"683","Dentro CETRAM","female","25-44","Secundaria","Tecamec","Ecatepec de Morelos","None","Trabajo","3",1,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",974,"2",6,3,9,"14","5"
"684","Fuera CETRAM","female","25-44","Licenciatura","Tecamec","Tecamec","1 to 2","Compra","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",1027,"2",6,2,9,"13","3"
"685","Dentro CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Compra","3",1,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",662,"2",6,3,9,"16","2"
"686","Fuera CETRAM","female","25-44","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","4",3,"4","Peseros","Peseros","Van","Azteca","Heroes Tecamec","15",659,"5",6,2,9,"12","3"
"687","Fuera CETRAM","female","18-24","Secundaria","Ecatepec de Morelos","Nezahualcoyotl","None","Otro","5",3,"5","Metro","BRT","Van","Azteca","Mexipuerto","15",586,"9",6,1,9,"14","3"
"688","Fuera CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","None","Trabajo","1",1,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",801,"5",6,3,9,"17","3"
"689","Fuera CETRAM","male","25-44","Preparatoria","Gustavo A. Madero","Tecamec","None","Otro","4",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",693,"2",6,2,9,"13","3"
"690","Dentro CETRAM","male","0-17","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Estudio","4",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",680,"5",6,3,9,"12","5"
"691","Fuera CETRAM","male","25-44","Secundaria","Coacalco de Berriozal","Ecatepec de Morelos","1 to 2","Recreacion","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",1009,"5",6,1,9,"18","1"
"692","Dentro CETRAM","male","18-24","Preparatoria","Tultitlan","Atizapan de Zaragoza","None","Estudio","3",3,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",809,"6",6,0,9,"13","4"
"693","Fuera CETRAM","male","0-17","Preparatoria","Coacalco de Berriozal","Ecatepec de Morelos","1 to 2","Recreacion","2",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",987,"5",6,1,9,"18","1"
"694","Fuera CETRAM","male","18-24","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","1",1,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",945,"2",6,4,9,"17","7"
"695","Fuera CETRAM","male","25-44","Licenciatura","Coacalco de Berriozal","Ecatepec de Morelos","None","Trabajo","1",1,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",1035,"5",6,1,9,"17","1"
"696","Fuera CETRAM","male","18-24","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","5",4,"3","BRT","Peseros","Van","Azteca","Mexipuerto","15",562,"9",6,2,9,"15","1"
"697","Fuera CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Recreacion","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",62,"2",6,1,9,"14","3"
"698","Fuera CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","3",5,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",62,"2",6,1,9,"14","3"
"699","Dentro CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",3,"5","Peseros","Peseros","Van","Azteca","Mexipuerto","15",783,"5",6,4,9,"17","3"
"700","Fuera CETRAM","male","45-64","Preparatoria","Coacalco de Berriozal","Ecatepec de Morelos","None","Recreacion","3",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",972,"5",6,1,9,"18","1"
"701","Fuera CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Azcapotzalco","None","Recreacion","3",5,"3","Trolebus","Peseros","Bus","El Rosario","El Rosario","35",436,"2",30,13,10,"14","2"
"702","Fuera CETRAM","female","25-44","Secundaria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Compra","3",5,"5","BRT","Trolebus","Bus","El Rosario","El Rosario","35",426,"3",30,13,10,"14","2"
"703","Fuera CETRAM","female","18-24","Licenciatura","Nicolas Romero","Naucalpan de Juarez","1 to 2","Estudio","4",1,"5","Peseros","Trolebus","Bus","El Rosario","Mexico Nueva","35",603,"2",20,11,10,"17","4"
"704","Dentro CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Compra","1",2,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",750,"6",10,8,10,"14","1"
"705","Dentro CETRAM","female","45-64","Preparatoria","Iztapalapa","Atizapan de Zaragoza","None","Trabajo","4",4,"5","Trolebus","Peseros","Van","El Rosario","El Rosario","15",683,"2",10,4,10,"16","5"
"707","Dentro CETRAM","female","18-24","Secundaria","Tecamec","Ecatepec de Morelos","1 to 2","Otro","1",1,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",993,"6",5,2,10,"18","7"
"708","Dentro CETRAM","female","25-44","Preparatoria","Cuauhtemoc","Atizapan de Zaragoza","None","Trabajo","3",3,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",86,"1",5,3,10,"12","3"
"709","Dentro CETRAM","female","45-64","Secundaria","Azcapotzalco","Tlalnepantla de Baz","None","Trabajo","4",5,"3","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",453,"2",5,3,10,"12","3"
"711","Dentro CETRAM","female","25-44","Preparatoria","Benito Juarez","Atizapan de Zaragoza","1 to 2","Compra","1",3,"5","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",882,"5",5,5,10,"13","3"
"712","Dentro CETRAM","female","0-17","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Estudio","3",4,"3","Taxi","Metro","Van","El Rosario","El Rosario","15",842,"5",5,5,10,"14","2"
"713","Dentro CETRAM","female","25-44","Primaria","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Compra","2",3,"2","BRT","Taxi","Van","El Rosario","Mexico Nueva","15",938,"9",5,3,10,"13","6"
"714","Dentro CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Tecamec","None","Recreacion","5",4,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",1011,"2",5,3,10,"13","1"
"715","Fuera CETRAM","female","25-44","Preparatoria","Coacalco de Berriozal","Coacalco de Berriozal","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",1042,"2",5,1,10,"17","1"
"716","Dentro CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","4",4,"5","Trolebus","Peseros","Van","El Rosario","Mexico Nueva","15",937,"9",5,3,10,"13","6"
"717","Dentro CETRAM","male","25-44","Maestria y Doctorado","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",545,"9",5,3,10,"16","2"
"718","Dentro CETRAM","male","45-64","Preparatoria","Atizapan de Zaragoza","Atenco","None","Otro","2",3,"5","Metro","Taxi","Van","El Rosario","Mexico Nueva","15",86,"1",5,0,10,"13","3"
"719","Dentro CETRAM","male","18-24","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Estudio","5",3,"5","Metro","BRT","Van","El Rosario","Mexico Nueva","15",939,"9",5,3,10,"13","6"
"720","Dentro CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Estudio","4",4,"5","BRT","Trolebus","Van","El Rosario","El Rosario","15",932,"9",5,5,10,"14","2"
"721","Fuera CETRAM","male","65+","Licenciatura","Ecatepec de Morelos","Otro","None","Trabajo","3",5,"4","BRT","Taxi","Van","Azteca","Heroes Tecamec","15",471,"9",5,3,10,"12","6"
"722","Fuera CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Recreacion","3",3,"4","Taxi","Peseros","Van","Azteca","Mexipuerto","15",611,"7",5,0,10,"18","1"
"723","Dentro CETRAM","male","25-44","Licenciatura","Gustavo A. Madero","Atizapan de Zaragoza","None","Trabajo","1",1,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",794,"0",19,8,11,"15","7"
"724","Fuera CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Compra","3",4,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",794,"0",19,8,11,"15","7"
"725","Dentro CETRAM","female","18-24","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Otro","4",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",944,"9",9,5,11,"17","5"
"726","Dentro CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Recreacion","3",1,"5","Trolebus","Taxi","Van","El Rosario","El Rosario","15",837,"5",9,8,11,"14","1"
"727","Dentro CETRAM","female","18-24","Preparatoria","Tlalnepantla de Baz","Gustavo A. Madero","1 to 2","Estudio","3",3,"1","Metro","Taxi","Van","El Rosario","El Rosario","15",591,"2",4,3,11,"14","2"
"728","Fuera CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","3",3,"3","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",464,"9",4,3,11,"12","6"
"729","Dentro CETRAM","female","45-64","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Compra","1",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1,"6",4,2,11,"16","2"
"730","Fuera CETRAM","female","25-44","Preparatoria","Tecamec","Tecamec","None","Trabajo","4",4,"4","BRT","Taxi","Van","Azteca","Mexipuerto","15",990,"2",4,1,11,"13","6"
"731","Dentro CETRAM","female","25-44","Secundaria","Tecamec","Ecatepec de Morelos","3 to 4","Otro","5",1,"5","Peseros","Taxi","Van","Azteca","Mexipuerto","15",994,"2",4,3,11,"13","7"
"732","Fuera CETRAM","female","45-64","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Otro","2",2,"4","Taxi","Peseros","Van","Azteca","Mexipuerto","15",604,"7",4,0,11,"18","4"
"734","Fuera CETRAM","female","18-24","Preparatoria","Tecamec","Ecatepec de Morelos","None","Recreacion","1",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",911,"5",4,1,11,"15","1"
"736","Dentro CETRAM","female","45-64","Licenciatura","Coacalco de Berriozal","Ecatepec de Morelos","None","Trabajo","3",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",622,"5",4,3,11,"15","6"
"737","Dentro CETRAM","female","25-44","Preparatoria","Tlalnepantla de Baz","Azcapotzalco","None","Compra","1",3,"5","BRT","Taxi","Van","El Rosario","Mexico Nueva","15",86,"1",4,1,11,"13","3"
"738","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Tlalnepantla de Baz","1 to 2","Recreacion","4",3,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",890,"5",4,3,11,"19","1"
"739","Dentro CETRAM","female","25-44","Licenciatura","Tecamec","Tecamec","None","Estudio","3",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",991,"2",4,2,11,"17","2"
"740","Fuera CETRAM","female","25-44","Secundaria","Tecamec","Ecatepec de Morelos","None","Otro","1",3,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",989,"2",4,3,11,"17","3"
"741","Dentro CETRAM","female","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","None","Otro","3",4,"5","Trolebus","Peseros","Van","Azteca","Heroes Tecamec","15",1,"6",4,2,11,"16","2"
"742","Dentro CETRAM","female","18-24","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Compra","1",3,"5","Taxi","Peseros","Van","El Rosario","El Rosario","15",886,"5",4,5,11,"14","2"
"743","Fuera CETRAM","female","45-64","Secundaria","Coacalco de Berriozal","Nezahualcoyotl","None","Trabajo","3",2,"5","Peseros","Peseros","Van","Azteca","Mexipuerto","15",946,"5",4,0,11,"18","5"
"744","Fuera CETRAM","female","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","3",2,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",619,"7",4,0,11,"18","4"
"745","Fuera CETRAM","male","25-44","Primaria","Tecamec","Ecatepec de Morelos","None","Trabajo","5",3,"5","Peseros","Taxi","Van","Azteca","Mexipuerto","15",953,"6",4,0,11,"17","4"
"746","Dentro CETRAM","male","45-64","Preparatoria","Atizapan de Zaragoza","Tlalpan","None","Trabajo","3",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",773,"6",4,3,11,"18","6"
"747","Dentro CETRAM","male","45-64","Licenciatura","Ecatepec de Morelos","Tecamec","None","Compra","2",1,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",406,"2",4,2,11,"16","2"
"748","Fuera CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Venustiano Carranza","None","Trabajo","1",1,"4","Metro","Taxi","Van","Azteca","Mexipuerto","15",690,"5",4,0,11,"18","5"
"750","Fuera CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Tecamec","None","Trabajo","3",3,"1","Trolebus","Peseros","Van","Azteca","Heroes Tecamec","15",636,"5",4,2,11,"13","4"
"751","Dentro CETRAM","male","0-17","Secundaria","Ecatepec de Morelos","Tecamec","None","Trabajo","5",3,"3","Trolebus","Peseros","Van","Azteca","Heroes Tecamec","15",303,"6",4,2,11,"16","2"
"752","Fuera CETRAM","male","18-24","Preparatoria","Venustiano Carranza","Ecatepec de Morelos","None","Otro","5",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",292,"6",4,1,11,"12","3"
"753","Fuera CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","4",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",859,"6",4,0,11,"17","4"
"754","Fuera CETRAM","male","25-44","Preparatoria","Coacalco de Berriozal","Ecatepec de Morelos","1 to 2","Trabajo","1",1,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",1002,"5",4,0,11,"18","5"
"755","Fuera CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Benito Juarez","1 to 2","Recreacion","4",3,"4","Metro","Peseros","Van","El Rosario","El Rosario","15",778,"6",4,2,11,"19","1"
"756","Dentro CETRAM","male","25-44","Maestria y Doctorado","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","4",4,"5","Peseros","Trolebus","Van","El Rosario","El Rosario","15",894,"2",4,3,11,"14","4"
"757","Fuera CETRAM","male","45-64","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","4",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",852,"5",4,3,11,"19","1"
"758","Fuera CETRAM","male","25-44","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","5",5,"5","BRT","Metro","Van","Azteca","Mexipuerto","15",983,"2",4,0,11,"17","4"
"759","Dentro CETRAM","male","25-44","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Compra","4",5,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",676,"6",4,0,11,"13","2"
"760","Fuera CETRAM","female","25-44","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","None","Otro","3",5,"5","Peseros","Trolebus","Bus","El Rosario","Mexico Nueva","35",402,"3",28,6,12,"13","3"
"761","Fuera CETRAM","female","45-64","Sin estudios","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Trabajo","5",5,"5","Peseros","Taxi","Bus","El Rosario","Mexico Nueva","35",402,"3",28,6,12,"13","3"
"762","Fuera CETRAM","female","18-24","Preparatoria","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Estudio","2",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",402,"3",28,6,12,"13","3"
"763","Fuera CETRAM","female","18-24","Preparatoria","Azcapotzalco","Coacalco de Berriozal","None","Estudio","4",5,"5","Taxi","Metro","Bus","El Rosario","Mexico Nueva","35",402,"3",28,6,12,"12","3"
"764","Fuera CETRAM","female","45-64","Primaria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","1",2,"1","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",402,"3",28,6,12,"13","3"
"765","Fuera CETRAM","male","18-24","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Compra","2",4,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",402,"3",28,6,12,"12","3"
"766","Fuera CETRAM","male","25-44","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","2",3,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",402,"3",28,6,12,"13","3"
"767","Fuera CETRAM","male","18-24","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","3",3,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",402,"3",28,6,12,"12","3"
"768","Fuera CETRAM","male","45-64","Licenciatura","Azcapotzalco","Tlalnepantla de Baz","None","Compra","3",5,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",402,"3",28,6,12,"13","3"
"769","Fuera CETRAM","male","25-44","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","3",1,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",402,"3",28,6,12,"13","3"
"770","Fuera CETRAM","female","25-44","Licenciatura","Azcapotzalco","Benito Juarez","1 to 2","Trabajo","3",4,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",438,"4",23,11,12,"18","5"
"771","Fuera CETRAM","male","25-44","Preparatoria","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Trabajo","1",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",676,"6",23,9,12,"17","2"
"772","Fuera CETRAM","male","25-44","Licenciatura","Azcapotzalco","Alvaro Obregon","1 to 2","Trabajo","3",4,"5","Trolebus","Metro","Bus","El Rosario","Mexico Nueva","35",412,"3",23,11,12,"18","5"
"774","Fuera CETRAM","female","25-44","Secundaria","Tlalnepantla de Baz","Tlalnepantla de Baz","1 to 2","Compra","3",4,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",86,"1",18,4,12,"18","1"
"775","Fuera CETRAM","female","18-24","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",679,"6",18,4,12,"18","1"
"776","Fuera CETRAM","male","25-44","Secundaria","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Trabajo","3",4,"4","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",771,"6",18,7,12,"16","2"
"777","Fuera CETRAM","male","18-24","Secundaria","Tlalnepantla de Baz","Atizapan de Zaragoza","1 to 2","Trabajo","3",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",679,"6",18,4,12,"18","1"
"778","Fuera CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",3,"2","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",754,"6",18,8,12,"14","7"
"779","Fuera CETRAM","female","25-44","Secundaria","Chimalhuacan","Atizapan de Zaragoza","1 to 2","Compra","4",4,"5","Taxi","Trolebus","Van","Azteca","Mexipuerto","15",764,"0",8,3,12,"4","4"
"780","Fuera CETRAM","male","0-17","Maestria y Doctorado","Acolman","Atenco","None","Compra","4",2,"4","Peseros","Metro","Van","Azteca","Mexipuerto","15",763,"0",8,3,12,"4","4"
"781","Dentro CETRAM","male","25-44","Licenciatura","Tlalpan","Atizapan de Zaragoza","None","Trabajo","4",4,"5","Metro","Taxi","Van","El Rosario","El Rosario","15",660,"6",8,3,12,"16","5"
"782","Fuera CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","4",3,"4","BRT","Peseros","Van","Azteca","Mexipuerto","15",634,"5",3,1,12,"18","5"
"783","Fuera CETRAM","female","25-44","Licenciatura","Coacalco de Berriozal","Coacalco de Berriozal","1 to 2","Otro","3",3,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",1041,"2",3,2,12,"17","1"
"784","Dentro CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Tlalnepantla de Baz","None","Trabajo","1",1,"3","Taxi","Peseros","Van","El Rosario","El Rosario","15",881,"5",3,3,12,"14","4"
"785","Dentro CETRAM","female","25-44","Licenciatura","Azcapotzalco","Azcapotzalco","None","Compra","3",3,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",481,"2",3,2,12,"14","3"
"786","Dentro CETRAM","female","45-64","Primaria","Tecamec","Ecatepec de Morelos","None","Recreacion","3",1,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",1024,"2",3,2,12,"14","5"
"787","Fuera CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",505,"9",3,1,12,"16","1"
"788","Dentro CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",4,"4","Metro","Metro","Van","El Rosario","Mexico Nueva","15",947,"9",3,3,12,"13","2"
"789","Dentro CETRAM","male","25-44","Secundaria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","2",3,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",429,"3",3,0,12,"14","7"
"790","Fuera CETRAM","male","25-44","Preparatoria","Coacalco de Berriozal","Coacalco de Berriozal","1 to 2","Otro","3",3,"5","Taxi","Trolebus","Van","Azteca","Heroes Tecamec","15",1044,"2",3,2,12,"17","1"
"791","Dentro CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Tlalnepantla de Baz","None","Trabajo","4",5,"3","Peseros","Taxi","Van","El Rosario","Mexico Nueva","15",86,"1",3,0,12,"13","3"
"792","Fuera CETRAM","male","45-64","Sin estudios","Ecatepec de Morelos","Coacalco de Berriozal","1 to 2","Recreacion","1",3,"5","Metro","BRT","Van","Azteca","Heroes Tecamec","15",405,"2",3,1,12,"16","1"
"793","Dentro CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Tlalnepantla de Baz","None","Trabajo","3",4,"4","Taxi","Metro","Van","El Rosario","Mexico Nueva","15",879,"2",3,0,12,"13","3"
"794","Dentro CETRAM","male","45-64","Maestria y Doctorado","Atizapan de Zaragoza","Benito Juarez","None","Trabajo","3",3,"5","BRT","Taxi","Van","El Rosario","El Rosario","15",712,"2",3,3,12,"14","2"
"795","Dentro CETRAM","male","0-17","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Recreacion","4",5,"5","Taxi","Peseros","Van","El Rosario","El Rosario","15",943,"9",3,0,12,"20","7"
"796","Dentro CETRAM","male","65+","Preparatoria","Tecamec","Tecamec","None","Compra","5",5,"5","BRT","Metro","Van","Azteca","Mexipuerto","15",968,"2",3,1,12,"15","4"
"797","Dentro CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","3",5,"3","Metro","Taxi","Van","El Rosario","Mexico Nueva","15",86,"1",3,0,12,"13","3"
"800","Fuera CETRAM","female","25-44","Preparatoria","Tlalnepantla de Baz","Tlalnepantla de Baz","None","Trabajo","1",1,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",756,"6",27,11,13,"14","2"
"801","Fuera CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","1",1,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",839,"5",27,1,13,"18","6"
"803","Fuera CETRAM","female","18-24","Licenciatura","Atizapan de Zaragoza","Venustiano Carranza","None","Recreacion","3",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",665,"6",27,1,13,"18","6"
"804","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","3 to 4","Recreacion","2",3,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",868,"5",27,1,13,"18","6"
"805","Fuera CETRAM","female","25-44","Licenciatura","Tlalnepantla de Baz","Azcapotzalco","None","Trabajo","3",3,"5","BRT","Metro","Bus","El Rosario","El Rosario","35",756,"6",27,11,13,"14","2"
"807","Fuera CETRAM","male","18-24","Licenciatura","Atizapan de Zaragoza","Ecatepec de Morelos","None","Trabajo","1",1,"5","BRT","Peseros","Bus","El Rosario","El Rosario","35",819,"6",27,1,13,"18","6"
"808","Fuera CETRAM","male","45-64","Preparatoria","Atizapan de Zaragoza","Coyoacan","None","Trabajo","5",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",678,"6",27,1,13,"18","6"
"809","Fuera CETRAM","male","45-64","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Otro","2",2,"4","Metro","Peseros","Bus","El Rosario","El Rosario","35",678,"6",27,1,13,"18","6"
"810","Fuera CETRAM","female","25-44","Secundaria","Tlalnepantla de Baz","Tlalnepantla de Baz","1 to 2","Otro","3",3,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",595,"2",17,4,13,"18","1"
"811","Fuera CETRAM","female","45-64","Primaria","Tlalnepantla de Baz","Atizapan de Zaragoza","3 to 4","Otro","2",3,"4","Taxi","Metro","Bus","El Rosario","Mexico Nueva","35",595,"2",17,4,13,"18","1"
"812","Fuera CETRAM","male","25-44","Licenciatura","Miguel Hidalgo","Atizapan de Zaragoza","None","Trabajo","3",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",918,"5",17,6,13,"17","2"
"813","Fuera CETRAM","male","45-64","Preparatoria","Azcapotzalco","Nicolas Romero","None","Trabajo","2",2,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",649,"6",17,9,13,"17","4"
"814","Fuera CETRAM","male","0-17","Secundaria","Tlalnepantla de Baz","Nicolas Romero","None","Recreacion","3",2,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",595,"2",17,4,13,"18","1"
"815","Fuera CETRAM","male","25-44","Preparatoria","Gustavo A. Madero","Atizapan de Zaragoza","1 to 2","Trabajo","4",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",661,"6",17,8,13,"14","7"
"816","Fuera CETRAM","female","45-64","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","1",2,"3","BRT","Peseros","Van","Azteca","Mexipuerto","15",899,"6",2,0,13,"15","1"
"817","Dentro CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Azcapotzalco","None","Estudio","3",5,"4","Metro","Trolebus","Van","El Rosario","El Rosario","15",648,"6",2,1,13,"14","2"
"818","Fuera CETRAM","female","25-44","Secundaria","Tecamec","Ecatepec de Morelos","1 to 2","Recreacion","3",3,"5","Peseros","BRT","Van","Azteca","Heroes Tecamec","15",1054,"2",2,2,13,"14","4"
