"","inside_or_outside","gender","age","education","origin","destination","companions","trip_purpose","mode_security","point_security","importance_safety","most_safe","least_safe","bus_or_ped","base_study_zone","busdestination","total_seats","haversine","urban_typology","total_passenger_count","total_female_count","empty_seats","hour_sin","hour_cos","week_day","latitude","longitude"
"518","Fuera CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","None","Trabajo","5",5,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.0728785327379104,"1",11,6,4,-0.866025,-0.500000,"7",19.53395,-99.02722
"564","Fuera CETRAM","female","45-64","Secundaria","Tlalnepantla de Baz","Azcapotzalco","None","Compra","4",3,"5","Taxi","Metro","Bus","El Rosario","Mexico Nueva","35",5.26721298908795,"6",29,10,6,-1.000000,-0.000000,"5",19.54127,-99.23165
"766","Fuera CETRAM","male","25-44","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","2",3,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",0.346931213563102,"3",28,6,12,-0.258819,-0.965926,"3",19.50338,-99.20307
"179","Dentro CETRAM","female","25-44","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","4",5,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",0.710073841981658,"9",0,0,0,-0.965926,-0.258819,"4",19.53958,-99.03167
"468","Dentro CETRAM","female","25-44","Sin estudios","Azcapotzalco","Atizapan de Zaragoza","None","Otro","4",4,"5","Metro","Taxi","Van","El Rosario","Mexico Nueva","15",0.102159713530856,"1",12,1,3,-0.965926,-0.258819,"3",19.50488,-99.20086
"967","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Nicolas Romero","3 to 4","Compra","4",2,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",0.830051020355777,"4",16,0,29,-0.258819,-0.965926,"4",19.50571,-99.20779
"45","Dentro CETRAM","female","0-17","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","3 to 4","Compra","3",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",0.136772705845805,"1",0,0,0,-0.500000,-0.866025,"3",19.53334,-99.02728
"713","Dentro CETRAM","female","25-44","Primaria","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Compra","2",3,"2","BRT","Taxi","Van","El Rosario","Mexico Nueva","15",9.33296056090398,"9",5,3,10,-0.258819,-0.965926,"6",19.56596,-99.26062
"513","Fuera CETRAM","female","25-44","Secundaria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","1",1,"5","Metro","BRT","Van","El Rosario","El Rosario","15",4.58235524343178,"2",11,4,4,-0.258819,-0.965926,"5",19.53655,-99.22745
"812","Fuera CETRAM","male","25-44","Licenciatura","Miguel Hidalgo","Atizapan de Zaragoza","None","Trabajo","3",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",9.03668808260383,"5",17,6,13,-0.965926,-0.258819,"2",19.55519,-99.26737
"290","Fuera CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","None","Otro","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",1.24814528390558,"9",0,0,0,-0.965926,-0.258819,"5",19.54219,-99.03622
"614","Dentro CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Otro","4",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",0.0825128108513757,"1",8,4,7,-1.000000,-0.000000,"2",19.50486,-99.20066
"286","Fuera CETRAM","male","65+","Licenciatura","Alvaro Obregon","Tlalnepantla de Baz","1 to 2","Trabajo","1",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",1.95830667899098,"6",0,0,0,-0.965926,-0.258819,"7",19.51831,-99.21156
"782","Fuera CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","4",3,"4","BRT","Peseros","Van","Azteca","Mexipuerto","15",3.27696052251746,"5",3,1,12,-1.000000,-0.000000,"5",19.55377,-99.0512
"525","Dentro CETRAM","male","18-24","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Otro","5",2,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.961417512463953,"9",11,6,4,-0.258819,-0.965926,"2",19.54097,-99.03364
"532","Dentro CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.431806673108806,"9",11,6,4,-0.866025,-0.500000,"7",19.53799,-99.02941
"207","Dentro CETRAM","female","18-24","Preparatoria","Naucalpan de Juarez","Naucalpan de Juarez","1 to 2","Trabajo","3",4,"5","Taxi","Peseros","Van","El Rosario","El Rosario","15",0.158965195313166,"2",0,0,0,-0.707107,-0.707107,"1",19.50459,-99.20149
"730","Fuera CETRAM","female","25-44","Preparatoria","Tecamec","Tecamec","None","Trabajo","4",4,"4","BRT","Taxi","Van","Azteca","Mexipuerto","15",10.6651044269948,"2",4,1,11,-0.258819,-0.965926,"6",19.62971,-99.01472
"810","Fuera CETRAM","female","25-44","Secundaria","Tlalnepantla de Baz","Tlalnepantla de Baz","1 to 2","Otro","3",3,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",2.52366136795619,"2",17,4,13,-1.000000,-0.000000,"1",19.52219,-99.21505
"464","Dentro CETRAM","female","45-64","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","3 to 4","Otro","4",4,"5","Trolebus","Peseros","Van","Azteca","Mexipuerto","15",10.7164131729081,"2",12,9,3,-0.866025,-0.500000,"1",19.63069,-99.02029
"800","Fuera CETRAM","female","25-44","Preparatoria","Tlalnepantla de Baz","Tlalnepantla de Baz","None","Trabajo","1",1,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",5.79563310217675,"6",27,11,13,-0.500000,-0.866025,"2",19.54572,-99.23381
"115","Fuera CETRAM","female","45-64","Licenciatura","Ecatepec de Morelos","Tecamec","None","Otro","3",1,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",21.2102825961171,"0",0,0,0,0.000000,-1.000000,"5",19.44199,-99.20441
"889","Fuera CETRAM","male","25-44","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","3",5,"3","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",1.9966473334271,"6",17,9,18,-0.258819,-0.965926,"6",19.52001,-99.20956
"120","Dentro CETRAM","female","0-17","Preparatoria","Tecamec","Tecamec","3 to 4","Compra","1",3,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",10.8883443499606,"2",0,0,0,-0.500000,-0.866025,"5",19.63245,-99.02513
"130","Fuera CETRAM","female","25-44","Licenciatura","Nicolas Romero","Azcapotzalco","None","Trabajo","1",1,"5","Trolebus","Peseros","Bus","El Rosario","Tacuba","35",7.97306859419244,"5",0,0,0,-0.500000,-0.866025,"4",19.55836,-99.25019
"315","Dentro CETRAM","male","18-24","Licenciatura","Atizapan de Zaragoza","Tlalpan","None","Estudio","3",5,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",0.0880659286280975,"1",0,0,0,-1.000000,-0.000000,"3",19.50491,-99.20069
"902","Fuera CETRAM","female","45-64","Primaria","Tlalnepantla de Baz","Azcapotzalco","1 to 2","Compra","3",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",1.87211849145016,"6",16,4,19,-1.000000,-0.000000,"5",19.51833,-99.21015
"13","Fuera CETRAM","female","18-24","Licenciatura","Ecatepec de Morelos","Tecamec","None","Trabajo","1",1,"4","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",1.47711862878174,"2",0,0,0,-0.500000,-0.866025,"5",19.51771,-99.20137
"840","Dentro CETRAM","female","18-24","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Recreacion","5",2,"5","BRT","Taxi","Van","El Rosario","El Rosario","15",5.27976197631761,"6",6,4,14,-0.258819,-0.965926,"1",19.5414,-99.23167
"645","Dentro CETRAM","female","25-44","Secundaria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","3",3,"5","Taxi","Peseros","Van","El Rosario","El Rosario","15",2.42210302405087,"2",7,3,8,-0.500000,-0.866025,"4",19.51735,-99.21863
"734","Fuera CETRAM","female","18-24","Preparatoria","Tecamec","Ecatepec de Morelos","None","Recreacion","1",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",8.9742616736932,"5",4,1,11,-0.707107,-0.707107,"1",19.61375,-99.04399
"93","Dentro CETRAM","female","18-24","Primaria","Atenco","Atizapan de Zaragoza","1 to 2","Estudio","3",4,"4","BRT","Metro","Van","El Rosario","Mexico Nueva","15",4.35598317069639,"2",0,0,0,-0.258819,-0.965926,"5",19.53473,-99.2264
"606","Fuera CETRAM","male","25-44","Maestria y Doctorado","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",3,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",4.13169949797526,"2",9,4,6,-1.000000,-0.000000,"3",19.56572,-99.04896
"947","Fuera CETRAM","male","45-64","Secundaria","Nicolas Romero","Atizapan de Zaragoza","None","Trabajo","3",4,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",6.41830239921202,"6",5,4,25,-0.965926,-0.258819,"2",19.54921,-99.2387
"684","Fuera CETRAM","female","25-44","Licenciatura","Tecamec","Tecamec","1 to 2","Compra","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",11.4536313290133,"2",6,2,9,-0.258819,-0.965926,"3",19.6372,-99.03661
"258","Dentro CETRAM","female","45-64","Preparatoria","Alvaro Obregon","Otro","None","Trabajo","3",3,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",2.21344695616978,"2",0,0,0,-0.965926,-0.258819,"4",19.51482,-99.21803
"858","Fuera CETRAM","male","18-24","Primaria","Atizapan de Zaragoza","Nicolas Romero","1 to 2","Trabajo","4",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",9.04119212742991,"5",14,4,16,-0.500000,-0.866025,"7",19.55503,-99.26756
"411","Fuera CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Recreacion","3",2,"5","Metro","BRT","Bus","El Rosario","El Rosario","35",0.0883896695187023,"1",0,0,0,-1.000000,-0.000000,"7",19.50497,-99.20065
"51","Fuera CETRAM","female","25-44","Primaria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","4",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",0.0919526239243498,"1",0,0,0,-0.965926,-0.258819,"7",19.50501,-99.20066
"619","Fuera CETRAM","female","0-17","Preparatoria","Tecamec","Ecatepec de Morelos","1 to 2","Recreacion","1",1,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",9.11113727524284,"5",8,4,7,-0.707107,-0.707107,"1",19.61278,-99.05337
"266","Dentro CETRAM","male","25-44","Preparatoria","Tecamec","Ecatepec de Morelos","None","Compra","4",3,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",10.0700295410878,"2",0,0,0,-0.500000,-0.866025,"4",19.62428,-99.01446
"317","Fuera CETRAM","male","25-44","Licenciatura","Tecamec","Ecatepec de Morelos","None","Trabajo","3",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",15.1754245570114,"2",0,0,0,-0.965926,-0.258819,"5",19.65249,-99.10039
"647","Fuera CETRAM","female","25-44","Secundaria","Tecamec","Tecamec","1 to 2","Otro","1",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",10.2969148241284,"2",7,3,8,-0.258819,-0.965926,"6",19.62682,-99.01912
"481","Dentro CETRAM","male","25-44","Licenciatura","Ecatepec de Morelos","Tecamec","1 to 2","Otro","3",4,"3","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",2.15162093771925,"9",12,4,3,0.000000,-1.000000,"7",19.54708,-99.04314
"925","Fuera CETRAM","male","25-44","Preparatoria","Nicolas Romero","Atizapan de Zaragoza","None","Trabajo","4",4,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",7.23855044288546,"6",14,7,21,-1.000000,-0.000000,"5",19.55523,-99.24325
"1","Fuera CETRAM","male","45-64","Licenciatura","Tlalnepantla de Baz","Miguel Hidalgo","None","Trabajo","4",4,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",1.65375122586693,"6",0,0,0,-0.500000,-0.866025,"5",19.51297,-99.21294
"692","Dentro CETRAM","male","18-24","Preparatoria","Tultitlan","Atizapan de Zaragoza","None","Estudio","3",3,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",7.08083617656193,"6",6,0,9,-0.258819,-0.965926,"4",19.55449,-99.24182
"376","Fuera CETRAM","male","25-44","Secundaria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","3",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",3.69904006890576,"6",0,0,0,-1.000000,-0.000000,"4",19.53744,-99.20484
"299","Fuera CETRAM","male","18-24","Preparatoria","Nicolas Romero","Azcapotzalco","None","Recreacion","5",4,"5","Metro","Taxi","Bus","El Rosario","El Rosario","35",0.0933644106350016,"1",0,0,0,-0.965926,0.258819,"7",19.50503,-99.20066
"289","Fuera CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","3",3,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",5.84260690540781,"5",0,0,0,-1.000000,-0.000000,"2",19.58553,-99.04101
"521","Fuera CETRAM","male","45-64","Secundaria","Gustavo A. Madero","Tecamec","None","Otro","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1.24989816192926,"2",11,6,4,-0.965926,-0.258819,"7",19.54518,-99.03138
"958","Dentro CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Benito Juarez","3 to 4","Trabajo","1",2,"5","Metro","BRT","Bus","El Rosario","El Rosario","35",3.35591105499802,"2",7,2,28,-0.500000,-0.866025,"6",19.52621,-99.22221
"750","Fuera CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Tecamec","None","Trabajo","3",3,"1","Trolebus","Peseros","Van","Azteca","Heroes Tecamec","15",3.29282351469215,"5",4,2,11,-0.258819,-0.965926,"4",19.55434,-99.05087
"222","Dentro CETRAM","female","25-44","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Otro","1",2,"4","Taxi","Peseros","Van","El Rosario","El Rosario","15",8.84757469055591,"5",0,0,0,-0.258819,-0.965926,"7",19.55401,-99.26606
"11","Fuera CETRAM","male","25-44","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","None","Compra","3",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",1.65375122586693,"6",0,0,0,-0.500000,-0.866025,"5",19.51297,-99.21294
"328","Fuera CETRAM","male","18-24","Preparatoria","Tecamec","Tecamec","None","Trabajo","4",4,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",6.63628659619582,"5",0,0,0,-0.965926,-0.258819,"6",19.59329,-99.03872
"429","Dentro CETRAM","male","65+","Primaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",4,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",2.06201071428946,"9",0,0,0,-0.965926,-0.258819,"4",19.54671,-99.04235
"55","Fuera CETRAM","female","25-44","Licenciatura","Miguel Hidalgo","Atizapan de Zaragoza","1 to 2","Recreacion","3",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",6.52772288353663,"0",0,0,0,-0.965926,-0.258819,"7",19.46191,-99.15711
"797","Dentro CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","3",5,"3","Metro","Taxi","Van","El Rosario","Mexico Nueva","15",0.0825128108513757,"1",3,0,12,-0.258819,-0.965926,"3",19.50486,-99.20066
"230","Fuera CETRAM","female","25-44","Sin estudios","Coacalco de Berriozal","Azcapotzalco","1 to 2","Otro","4",5,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",5.79563310217675,"6",0,0,0,-0.258819,-0.965926,"2",19.54572,-99.23381
"146","Fuera CETRAM","female","0-17","Preparatoria","Tecamec","Tecamec","None","Estudio","2",5,"5","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",11.0104850257843,"2",0,0,0,-0.258819,-0.965926,"3",19.63256,-99.04249
"652","Dentro CETRAM","female","25-44","Secundaria","Atizapan de Zaragoza","Miguel Hidalgo","None","Trabajo","4",4,"5","BRT","Peseros","Van","El Rosario","El Rosario","15",1.23302633548685,"2",7,3,8,-0.500000,-0.866025,"4",19.50278,-99.2116
"420","Dentro CETRAM","male","45-64","Licenciatura","Coyoacan","Atizapan de Zaragoza","None","Trabajo","2",4,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",1.88562300366597,"6",0,0,0,0.000000,-1.000000,"6",19.519,-99.20929
"803","Fuera CETRAM","female","18-24","Licenciatura","Atizapan de Zaragoza","Venustiano Carranza","None","Recreacion","3",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",3.57770411431117,"6",27,1,13,-1.000000,-0.000000,"6",19.52415,-99.227
"630","Fuera CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","3",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1.84601031491547,"9",8,5,7,-1.000000,-0.000000,"6",19.54443,-99.04165
"545","Dentro CETRAM","female","45-64","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","3 to 4","Otro","3",4,"5","Metro","Taxi","Van","El Rosario","Mexico Nueva","15",0.739973894295766,"4",10,3,5,-0.866025,-0.500000,"1",19.50906,-99.20511
"320","Fuera CETRAM","male","45-64","Sin estudios","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","3",1,"3","Peseros","Trolebus","Van","Azteca","Mexipuerto","15",7.03904039075828,"6",0,0,0,-0.500000,-0.866025,"2",19.59665,-99.04055
"424","Dentro CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Recreacion","2",3,"5","BRT","Taxi","Van","Azteca","Mexipuerto","15",6.89271658677286,"2",0,0,0,-0.965926,-0.258819,"1",19.59564,-99.03867
"675","Fuera CETRAM","female","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","5",2,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",0.11117189624246,"2",6,1,9,-0.500000,-0.866025,"3",19.53548,-99.02789
"96","Fuera CETRAM","female","18-24","Licenciatura","Cuautitlan","Azcapotzalco","3 to 4","Estudio","1",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",0.0926258757036609,"1",0,0,0,-0.500000,-0.866025,"2",19.50497,-99.2007
"913","Dentro CETRAM","female","45-64","Primaria","Nicolas Romero","Atizapan de Zaragoza","None","Otro","4",3,"5","Peseros","Peseros","Van","El Rosario","Mexico Nueva","15",6.95317995097332,"0",10,7,20,-0.965926,-0.258819,"4",19.4421,-99.20442
"178","Dentro CETRAM","female","18-24","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","3 to 4","Trabajo","4",4,"5","Taxi","Peseros","Van","El Rosario","Mexico Nueva","15",3.50391221376188,"6",0,0,0,0.000000,-1.000000,"5",19.52614,-99.22427
"522","Dentro CETRAM","male","0-17","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Estudio","3",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1.199587283618,"9",11,6,4,-0.965926,-0.258819,"3",19.54178,-99.03599
"509","Dentro CETRAM","female","18-24","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Compra","4",2,"5","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",1.81730897090097,"9",11,6,4,-0.866025,-0.500000,"7",19.54522,-99.04063
"194","Dentro CETRAM","female","18-24","Preparatoria","Gustavo A. Madero","Tecamec","None","Estudio","4",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.251643581328209,"6",0,0,0,0.000000,-1.000000,"5",19.53658,-99.02642
"86","Dentro CETRAM","female","25-44","Primaria","Tecamec","Cuauhtemoc","1 to 2","Recreacion","3",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",10.8074642063734,"2",0,0,0,-0.500000,-0.866025,"1",19.63152,-99.02043
"554","Dentro CETRAM","male","0-17","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","3 to 4","Otro","4",3,"4","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",0.257733577255836,"1",10,3,5,-0.866025,-0.500000,"1",19.50679,-99.20029
"598","Dentro CETRAM","male","18-24","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","1",3,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",9.31637917481076,"6",9,0,6,-1.000000,-0.000000,"4",19.61741,-99.04069
"3","Fuera CETRAM","male","25-44","Licenciatura","Tlalnepantla de Baz","Miguel Hidalgo","None","Trabajo","4",4,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",0.468884658824342,"3",0,0,0,-0.707107,-0.707107,"5",19.50348,-99.20432
"484","Dentro CETRAM","male","45-64","Licenciatura","Gustavo A. Madero","Tlalnepantla de Baz","None","Recreacion","2",2,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",6.95317995097332,"0",12,3,3,-0.965926,-0.258819,"7",19.4421,-99.20442
"850","Fuera CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","None","Trabajo","3",4,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",21.2102825961171,"0",0,0,15,-0.965926,-0.258819,"6",19.44199,-99.20441
"610","Fuera CETRAM","female","65+","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","4",3,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",4.81431184350882,"2",8,5,7,-1.000000,-0.000000,"6",19.57591,-99.04109
"124","Fuera CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Tecamec","None","Compra","1",1,"5","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",2.35210256278833,"9",0,0,0,-0.258819,-0.965926,"2",19.54841,-99.04445
"495","Fuera CETRAM","male","25-44","Preparatoria","Cuajimalpa de Morelos","Atizapan de Zaragoza","1 to 2","Otro","3",4,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",1.28107386250961,"2",26,10,4,-0.866025,-0.500000,"2",19.51557,-99.20333
